Using options:
0804A954: warning: Unable to resolve imported reference !__gmon_start__.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
generate_cso_form: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
generate_cso_report: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTLoadCSO: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
remote_session: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
response: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAAServer_delete: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAAServer_lookup: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAASetup_lookup: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAARealm_lookup: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAA_selectScheme: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAA_shouldRetryWithAuth: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
isNumber: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAA_parseProtFile: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAAProt_new: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAA_UidToName: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAA_NameToUid: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
wn reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due to: Failed for unknown reasons. assembly:mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089 type:System.ValueTuple`2 member:<none>
Could not load signature of Reko.Structure.StructureAnalysis:DetermineFollowLatch due toHTAA_GidToName: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAA_NameToGid: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAssocList_delete: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
  at Reko.DecompilerDriver.StructureProgram () <0x40be6850 + 0x00255> in <filename unknown>:0 
HTAssocList_lookup: error: An error occurred while rewriting procedure to high-level language.
    Failure has occurred while loading a type.
      at Reko.Structure.StructureAnalysis.ProcessUnresolvedRegions () <0x40bef190 + 0x00073> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Execute () <0x40be81b0 + 0x00443> in <filename unknown>:0 
  at Reko.Structure.StructureAnalysis.Structure () <0x40be6d30 + 0x00137> in <filename unknown>:0 
